id,schedule_id,link_id,flight_date,airline_id,flight_number,arr_dep_code,flight_type_code,registration_number,aircraft_id,int_dom_code,total_passengers_count,total_c_passengers_count,total_y_passengers_count,bag_weight,cargo_weight,seats,parking,terminal,ori_dest_airport_id,station_airport_id,mail_weight
10201805057617,1,NULL,2018-05-05 06:50:00.000000,3761,7617,D,C,A6T7N,19,I,213,113,100,6390,5390,218,1,D,1404,107,413
10201805057620,1,NULL,2018-05-05 06:55:00.000000,3761,7620,A,C,A6T7N,19,I,213,113,100,6390,5390,218,1,D,1404,107,413
10201805057015,1,NULL,2018-05-05 07:15:00.000000,3761,7015,D,C,A6T7N,18,I,213,113,100,6390,5390,218,2,D,1404,107,413
1020180505721,1,NULL,2018-05-05 08:10:00.000000,3761,721,D,J,A6T7N,19,I,213,113,100,6390,5390,218,2,D,1390,107,413
1020180505755,1,NULL,2018-05-05 09:05:00.000000,3761,755,D,J,A6T7N,225,I,213,113,100,6390,5390,218,2,D,3062,107,413
10201805057612,1,NULL,2018-05-05 09:20:00.000000,3761,7612,A,C,A6T7N,19,I,213,113,100,6390,5390,218,2,D,1404,107,413
10201805057618,1,NULL,2018-05-05 13:05:00.000000,3761,7618,A,C,A6T7N,19,I,213,113,100,6390,5390,218,2,D,1404,107,413
10201805057016,1,NULL,2018-05-05 13:30:00.000000,3761,7016,A,C,A6T7N,18,I,213,113,100,6390,5390,218,2,D,1404,107,413
1020180505102,1,NULL,2018-05-05 13:40:00.000000,3761,102,A,J,A6T7N,225,I,213,113,100,6390,5390,218,2,D,42,107,413
1020180505756,1,NULL,2018-05-05 14:00:00.000000,3761,756,A,J,A6T7N,225,I,213,113,100,6390,5390,218,2,D,3062,107,413
10201805057061,1,NULL,2018-05-05 14:15:00.000000,3761,7061,D,C,A6T7N,19,I,213,113,100,6390,5390,218,2,D,2317,107,413
1020180505103,1,NULL,2018-05-05 14:20:00.000000,3761,103,D,J,A6T7N,225,I,213,113,100,6390,5390,218,2,D,42,107,413
1020180505722,1,NULL,2018-05-05 15:10:00.000000,3761,722,A,J,A6T7N,19,I,213,113,100,6390,5390,218,2,D,1390,107,413
10201805057653,1,NULL,2018-05-05 16:10:00.000000,3761,7653,D,C,A6T7N,19,I,213,113,100,6390,5390,218,2,D,2312,107,413
10201805057062,1,NULL,2018-05-05 23:25:00.000000,3761,7062,A,C,A6T7N,19,I,213,113,100,6390,5390,218,2,D,2317,107,413
11201805056011,1,NULL,2018-05-05 03:10:00.000000,285,6011,D,C,A6T7N,52,I,213,113,100,6390,5390,218,2,D,2312,107,413
1120180505114,1,NULL,2018-05-05 04:20:00.000000,285,114,A,J,A6T7N,52,I,213,113,100,6390,5390,218,2,D,1951,107,413
11201805055331,1,NULL,2018-05-05 04:30:00.000000,285,5331,D,C,A6T7N,53,I,213,113,100,6390,5390,218,2,D,1404,107,413
1120180505135,1,NULL,2018-05-05 06:00:00.000000,285,135,D,J,A6T7N,52,I,213,113,100,6390,5390,218,2,D,559,107,413
11201805055311,1,NULL,2018-05-05 06:00:00.000000,285,5311,D,C,A6T7N,53,I,213,113,100,6390,5390,218,2,D,1415,107,413
1120180505371,1,NULL,2018-05-05 06:20:00.000000,285,371,D,J,A6T7N,52,I,213,113,100,6390,5390,218,2,D,1753,107,413
1120180505602,1,NULL,2018-05-05 07:10:00.000000,285,602,A,J,A6T7N,52,I,213,113,100,6390,5390,218,2,D,2300,107,413
1120180505100,1,NULL,2018-05-05 07:15:00.000000,285,100,A,J,A6T7N,225,I,213,113,100,6390,5390,218,2,D,13,107,413
1120180505762,1,NULL,2018-05-05 07:15:00.000000,285,762,A,J,A6T7N,52,I,213,113,100,6390,5390,218,2,D,260,107,413
1120180505518,1,NULL,2018-05-05 07:25:00.000000,285,518,A,J,PSART,52,I,213,113,100,6390,5390,218,2,D,1758,107,413
112018050586,1,NULL,2018-05-05 07:40:00.000000,285,86,A,J,PSART,225,D,213,113,100,6390,5390,218,2,D,114,107,413
1120180505316,1,NULL,2018-05-05 07:40:00.000000,285,316,A,J,PSART,52,I,213,113,100,6390,5390,218,2,D,1854,107,413
112018050546,1,NULL,2018-05-05 07:45:00.000000,285,46,A,J,PSART,225,D,213,113,100,6390,5390,218,2,D,65,107,413
1120180505612,1,NULL,2018-05-05 07:50:00.000000,285,612,A,J,PSART,52,I,213,113,100,6390,5390,218,2,D,1517,107,413
1120180505946,1,NULL,2018-05-05 07:50:00.000000,285,946,A,J,PSART,52,I,213,113,100,6390,5390,218,2,D,1741,107,413
1120180505722,1,NULL,2018-05-05 07:55:00.000000,285,722,A,J,PSART,52,I,213,113,100,6390,5390,218,2,D,1405,107,413
1120180505174,1,NULL,2018-05-05 07:55:00.000000,285,174,A,J,PSART,48,I,213,113,100,6390,5390,218,2,D,249,107,413
112018050524,1,NULL,2018-05-05 08:00:00.000000,285,24,A,J,PSART,52,D,213,113,100,6390,5390,218,2,D,31,107,413
112018050556,1,NULL,2018-05-05 08:00:00.000000,285,56,A,J,PSART,52,I,213,113,100,6390,5390,218,2,D,89,107,413
112018050572,1,NULL,2018-05-05 08:00:00.000000,285,72,A,J,PSART,214,I,213,113,100,6390,5390,218,2,D,42,107,413
1120180505752,1,NULL,2018-05-05 08:00:00.000000,285,752,A,J,PSART,52,I,213,113,100,6390,5390,218,NULL,D,1662,107,413
1120180505716,1,NULL,2018-05-05 08:05:00.000000,285,716,A,J,PSART,52,I,213,113,100,6390,5390,218,2,D,1412,107,413
1120180505894,1,NULL,2018-05-05 08:05:00.000000,285,894,A,J,PSART,48,I,213,113,100,6390,5390,218,NULL,D,1516,107,413
1120180505926,1,NULL,2018-05-05 08:05:00.000000,285,926,A,J,PSART,214,I,213,113,100,6390,5390,218,2,D,3200,107,413
1120180505374,1,NULL,2018-05-05 08:10:00.000000,285,374,A,J,PSART,52,I,213,113,100,6390,5390,218,2,D,1753,107,413
112018050534,1,NULL,2018-05-05 08:10:00.000000,285,34,A,J,PSART,52,D,213,113,100,6390,5390,218,2,D,100,107,413
112018050582,1,NULL,2018-05-05 08:15:00.000000,285,82,A,J,PSART,214,D,213,113,100,6390,5390,218,2,D,112,107,413
112018050542,1,NULL,2018-05-05 08:15:00.000000,285,42,A,J,PSART,214,I,213,113,100,6390,5390,218,2,D,46,107,413
1120180518889,1,NULL,2018-05-18 10:15:00.000000,285,889,D,J,NULL,48,I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,1516,107,NULL
1120180505184,1,NULL,2018-05-05 08:25:00.000000,285,184,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,3055,107,413
1120180505898,1,NULL,2018-05-05 08:25:00.000000,285,898,A,J,HGTOV,52,I,213,113,100,6390,5390,218,NULL,D,667,107,413
1120180505844,1,NULL,2018-05-05 08:25:00.000000,285,844,A,J,HGTOV,214,I,213,113,100,6390,5390,218,2,D,3001,107,413
1120180505534,1,NULL,2018-05-05 08:30:00.000000,285,534,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,2587,107,413
1120180505804,1,NULL,2018-05-05 08:30:00.000000,285,804,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,3190,107,413
1120180505538,1,NULL,2018-05-05 08:35:00.000000,285,538,A,J,HGTOV,53,I,213,113,100,6390,5390,218,2,D,2586,107,413
1120180505778,1,NULL,2018-05-05 08:40:00.000000,285,778,A,J,HGTOV,53,I,213,113,100,6390,5390,218,2,D,580,107,413
1120180505810,1,NULL,2018-05-05 09:05:00.000000,285,810,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,218,107,413
1120180505177,1,NULL,2018-05-05 09:25:00.000000,285,177,D,J,HGTOV,52,I,213,113,100,6390,5390,218,NULL,D,3055,107,413
1120180505423,1,NULL,2018-05-05 09:25:00.000000,285,423,D,J,HGTOV,52,I,213,113,100,6390,5390,218,NULL,D,2107,107,413
1120180505845,1,NULL,2018-05-05 09:25:00.000000,285,845,D,J,HGTOV,214,I,213,113,100,6390,5390,218,2,D,3001,107,413
1120180505801,1,NULL,2018-05-05 09:30:00.000000,285,801,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,3190,107,413
1120180505171,1,NULL,2018-05-05 09:30:00.000000,285,171,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,249,107,413
1120180505151,1,NULL,2018-05-05 09:30:00.000000,285,151,D,J,HGTOV,214,I,213,113,100,6390,5390,218,2,D,327,107,413
1120180505130,1,NULL,2018-05-05 09:35:00.000000,285,130,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,467,107,413
1120180505148,1,NULL,2018-05-05 09:35:00.000000,285,148,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1769,107,413
1120180505807,1,NULL,2018-05-05 09:45:00.000000,285,807,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,218,107,413
1120180505415,1,NULL,2018-05-05 09:45:00.000000,285,415,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,2134,107,413
112018050557,1,NULL,2018-05-05 09:50:00.000000,285,57,D,J,HGTOV,214,I,213,113,100,6390,5390,218,2,D,89,107,413
1120180505101,1,NULL,2018-05-05 09:50:00.000000,285,101,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,2808,107,413
1120180505127,1,NULL,2018-05-05 09:55:00.000000,285,127,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,467,107,413
1120180505775,1,NULL,2018-05-05 09:55:00.000000,285,775,D,J,HGTOV,89,I,213,113,100,6390,5390,218,2,D,580,107,413
1120180505991,1,NULL,2018-05-05 09:55:00.000000,285,991,D,J,HGTOV,53,I,213,113,100,6390,5390,218,2,D,1704,107,413
1120180505111,1,NULL,2018-05-05 10:00:00.000000,285,111,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1951,107,413
1120180505305,1,NULL,2018-05-05 10:05:00.000000,285,305,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1821,107,413
1120180505341,1,NULL,2018-05-05 10:15:00.000000,285,341,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1390,107,413
1120180505889,1,NULL,2018-05-05 10:15:00.000000,285,889,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1516,107,413
112018050525,1,NULL,2018-05-05 10:25:00.000000,285,25,D,J,HGTOV,48,D,213,113,100,6390,5390,218,2,D,31,107,413
1120180505471,1,NULL,2018-05-05 10:30:00.000000,285,471,D,J,HGTOV,214,I,213,113,100,6390,5390,218,2,D,2832,107,413
112018050549,1,NULL,2018-05-05 10:30:00.000000,285,49,D,J,HGTOV,225,D,213,113,100,6390,5390,218,2,D,65,107,413
112018050535,1,NULL,2018-05-05 10:35:00.000000,285,35,D,J,HGTOV,52,D,213,113,100,6390,5390,218,2,D,100,107,413
112018050587,1,NULL,2018-05-05 10:35:00.000000,285,87,D,J,HGTOV,225,D,213,113,100,6390,5390,218,2,D,114,107,413
1120180505311,1,NULL,2018-05-05 10:40:00.000000,285,311,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1866,107,413
1120180505485,1,NULL,2018-05-05 10:45:00.000000,285,485,D,J,HGTOV,214,I,213,113,100,6390,5390,218,2,D,2839,107,413
1120180505353,1,NULL,2018-05-05 10:50:00.000000,285,353,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,2335,107,413
1120180505613,1,NULL,2018-05-05 10:50:00.000000,285,613,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1517,107,413
112018050579,1,NULL,2018-05-05 10:50:00.000000,285,79,D,J,HGTOV,225,D,213,113,100,6390,5390,218,2,D,112,107,413
1120180505145,1,NULL,2018-05-05 10:55:00.000000,285,145,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1769,107,413
1120180505411,1,NULL,2018-05-05 11:00:00.000000,285,411,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,2090,107,413
1120180505779,1,NULL,2018-05-05 11:00:00.000000,285,779,D,J,HGTOV,52,I,213,113,100,6390,5390,218,NULL,D,580,107,413
1120180505401,1,NULL,2018-05-05 11:10:00.000000,285,401,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,2083,107,413
1120180505287,1,NULL,2018-05-05 10:25:00.000000,285,287,D,J,HGTOV,89,I,213,113,100,6390,5390,218,NULL,D,1460,107,413
1120180505231,1,NULL,2018-05-05 11:35:00.000000,285,231,D,J,HGTOV,94,I,213,113,100,6390,5390,218,NULL,D,990,107,413
11201805056012,1,NULL,2018-05-05 11:50:00.000000,285,6012,A,C,HGTOV,52,I,213,113,100,6390,5390,218,NULL,D,2312,107,413
1120180505335,1,NULL,2018-05-05 12:00:00.000000,285,335,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1879,107,413
1120180505515,1,NULL,2018-05-05 12:00:00.000000,285,515,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1758,107,413
11201805055312,1,NULL,2018-05-05 12:10:00.000000,285,5312,A,C,HGTOV,53,I,213,113,100,6390,5390,218,2,D,1415,107,413
1120180505713,1,NULL,2018-05-05 12:40:00.000000,285,713,D,J,HGTOV,48,I,213,113,100,6390,5390,218,2,D,1412,107,413
11201805055613,1,NULL,2018-05-05 12:50:00.000000,285,5613,D,C,HGTOV,52,I,213,113,100,6390,5390,218,NULL,D,1404,107,413
1120180505136,1,NULL,2018-05-05 13:05:00.000000,285,136,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,559,107,413
1120180505802,1,NULL,2018-05-05 13:15:00.000000,285,802,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,3190,107,413
11201805055673,1,NULL,2018-05-05 13:20:00.000000,285,5673,D,C,HGTOV,53,I,213,113,100,6390,5390,218,2,D,2312,107,413
1120180505813,1,NULL,2018-05-05 14:10:00.000000,285,813,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,2887,107,413
1120180505185,1,NULL,2018-05-05 14:45:00.000000,285,185,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,420,107,413
1120180505392,1,NULL,2018-05-05 15:20:00.000000,285,392,A,J,HGTOV,89,I,213,113,100,6390,5390,218,2,D,2384,107,413
1120180505232,1,NULL,2018-05-05 16:20:00.000000,285,232,A,J,HGTOV,94,I,213,113,100,6390,5390,218,2,D,990,107,413
1120180505472,1,NULL,2018-05-05 17:00:00.000000,285,472,A,J,HGTOV,214,I,213,113,100,6390,5390,218,2,D,2832,107,413
112018050588,1,NULL,2018-05-05 17:00:00.000000,285,88,A,J,HGTOV,225,D,213,113,100,6390,5390,218,2,D,114,107,413
1120180518471,1,NULL,2018-05-18 10:30:00.000000,285,471,D,J,NULL,214,I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,2832,107,NULL
1120180505102,1,NULL,2018-05-05 17:05:00.000000,285,102,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,2808,107,413
1120180505416,1,NULL,2018-05-05 17:10:00.000000,285,416,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,2134,107,413
1120180505306,1,NULL,2018-05-05 17:15:00.000000,285,306,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1821,107,413
1120180505354,1,NULL,2018-05-05 17:15:00.000000,285,354,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,2335,107,413
1120180505424,1,NULL,2018-05-05 17:20:00.000000,285,424,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,2107,107,413
1120180505312,1,NULL,2018-05-05 17:20:00.000000,285,312,A,J,HGTOV,52,I,213,113,100,6390,5390,218,NULL,D,1866,107,413
1120180505486,1,NULL,2018-05-05 17:30:00.000000,285,486,A,J,HGTOV,214,I,213,113,100,6390,5390,218,2,D,2839,107,413
1120180505614,1,NULL,2018-05-05 17:30:00.000000,285,614,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1517,107,413
1120180505112,1,NULL,2018-05-05 17:40:00.000000,285,112,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1951,107,413
1120180505714,1,NULL,2018-05-05 17:40:00.000000,285,714,A,J,HGTOV,48,I,213,113,100,6390,5390,218,2,D,1412,107,413
1120180505776,1,NULL,2018-05-05 17:45:00.000000,285,776,A,J,HGTOV,89,I,213,113,100,6390,5390,218,2,D,580,107,413
1120180505342,1,NULL,2018-05-05 17:45:00.000000,285,342,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1390,107,413
1120180505146,1,NULL,2018-05-05 17:50:00.000000,285,146,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1769,107,413
1120180505402,1,NULL,2018-05-05 17:50:00.000000,285,402,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,2083,107,413
112018050558,1,NULL,2018-05-05 17:55:00.000000,285,58,A,J,HGTOV,214,I,213,113,100,6390,5390,218,2,D,89,107,413
112018050580,1,NULL,2018-05-05 17:55:00.000000,285,80,A,J,HGTOV,225,D,213,113,100,6390,5390,218,2,D,112,107,413
1120180505992,1,NULL,2018-05-05 18:00:00.000000,285,992,A,J,HGTOV,53,I,213,113,100,6390,5390,218,2,D,1704,107,413
112018050526,1,NULL,2018-05-05 18:00:00.000000,285,26,A,J,HGTOV,48,D,213,113,100,6390,5390,218,2,D,31,107,413
1120180505128,1,NULL,2018-05-05 18:05:00.000000,285,128,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,467,107,413
1120180505814,1,NULL,2018-05-05 18:05:00.000000,285,814,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,2887,107,413
112018050550,1,NULL,2018-05-05 18:10:00.000000,285,50,A,J,HGTOV,225,D,213,113,100,6390,5390,218,NULL,D,65,107,413
1120180505412,1,NULL,2018-05-05 18:10:00.000000,285,412,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,2090,107,413
1120180505336,1,NULL,2018-05-05 18:10:00.000000,285,336,A,J,HGTOV,52,I,213,113,100,6390,5390,218,NULL,D,1879,107,413
1120180505178,1,NULL,2018-05-05 18:15:00.000000,285,178,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,3055,107,413
1120180505808,1,NULL,2018-05-05 18:15:00.000000,285,808,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,218,107,413
112018050536,1,NULL,2018-05-05 18:15:00.000000,285,36,A,J,HGTOV,52,D,213,113,100,6390,5390,218,NULL,D,100,107,413
1120180505152,1,NULL,2018-05-05 18:15:00.000000,285,152,A,J,HGTOV,214,I,213,113,100,6390,5390,218,2,D,327,107,413
1120180505372,1,NULL,2018-05-05 18:20:00.000000,285,372,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1753,107,413
1120180505892,1,NULL,2018-05-05 18:25:00.000000,285,892,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1516,107,413
1120180505172,1,NULL,2018-05-05 18:25:00.000000,285,172,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,249,107,413
1120180505780,1,NULL,2018-05-05 18:30:00.000000,285,780,A,J,HGTOV,52,I,213,113,100,6390,5390,218,NULL,D,580,107,413
1120180505846,1,NULL,2018-05-05 18:35:00.000000,285,846,A,J,HGTOV,214,I,213,113,100,6390,5390,218,2,D,3001,107,413
1120180505516,1,NULL,2018-05-05 18:35:00.000000,285,516,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1758,107,413
1120180505186,1,NULL,2018-05-05 18:35:00.000000,285,186,A,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,420,107,413
11201805055614,1,NULL,2018-05-05 18:50:00.000000,285,5614,A,C,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1404,107,413
1120180505781,1,NULL,2018-05-05 19:00:00.000000,285,781,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,580,107,413
1120180505537,1,NULL,2018-05-05 19:15:00.000000,285,537,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,2586,107,413
1120180505271,1,NULL,2018-05-05 19:25:00.000000,285,271,D,J,HGTOV,89,I,213,113,100,6390,5390,218,2,D,1801,107,413
112018050571,1,NULL,2018-05-05 19:30:00.000000,285,71,D,J,HGTOV,214,I,213,113,100,6390,5390,218,2,D,42,107,413
1120180505129,1,NULL,2018-05-05 19:30:00.000000,285,129,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,467,107,413
1120180505715,1,NULL,2018-05-05 19:30:00.000000,285,715,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1412,107,413
1120180505777,1,NULL,2018-05-05 19:30:00.000000,285,777,D,J,HGTOV,94,I,213,113,100,6390,5390,218,2,D,580,107,413
112018050555,1,NULL,2018-05-05 19:35:00.000000,285,55,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,89,107,413
112018050581,1,NULL,2018-05-05 19:35:00.000000,285,81,D,J,HGTOV,214,D,213,113,100,6390,5390,218,2,D,112,107,413
1120180505183,1,NULL,2018-05-05 19:35:00.000000,285,183,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,3055,107,413
1120180505893,1,NULL,2018-05-05 19:40:00.000000,285,893,D,J,HGTOV,48,I,213,113,100,6390,5390,218,2,D,1516,107,413
1120180505897,1,NULL,2018-05-05 19:45:00.000000,285,897,D,J,HGTOV,52,I,213,113,100,6390,5390,218,NULL,D,667,107,413
112018050523,1,NULL,2018-05-05 19:50:00.000000,285,23,D,J,HGTOV,52,D,213,113,100,6390,5390,218,2,D,31,107,413
1120180505373,1,NULL,2018-05-05 19:50:00.000000,285,373,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1753,107,413
11201805056115,1,NULL,2018-05-05 19:50:00.000000,285,6115,D,C,HGTOV,52,I,213,113,100,6390,5390,218,NULL,D,2317,107,413
1120180505843,1,NULL,2018-05-05 19:55:00.000000,285,843,D,J,HGTOV,214,I,213,113,100,6390,5390,218,NULL,D,3001,107,413
112018050533,1,NULL,2018-05-05 19:55:00.000000,285,33,D,J,HGTOV,52,D,213,113,100,6390,5390,218,2,D,100,107,413
112018050545,1,NULL,2018-05-05 19:55:00.000000,285,45,D,J,HGTOV,225,D,213,113,100,6390,5390,218,2,D,65,107,413
1120180505803,1,NULL,2018-05-05 20:00:00.000000,285,803,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,3190,107,413
1120180505113,1,NULL,2018-05-05 20:05:00.000000,285,113,D,J,HGTOV,52,I,213,113,100,6390,5390,218,NULL,D,1951,107,413
112018050585,1,NULL,2018-05-05 20:10:00.000000,285,85,D,J,HGTOV,225,D,213,113,100,6390,5390,218,2,D,114,107,413
1120180505343,1,NULL,2018-05-05 20:10:00.000000,285,343,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1390,107,413
1120180505611,1,NULL,2018-05-05 20:10:00.000000,285,611,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1517,107,413
1120180518395,1,NULL,2018-05-18 10:30:00.000000,285,395,D,J,NULL,52,I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,2318,107,NULL
112018050599,1,NULL,2018-05-05 20:25:00.000000,285,99,D,J,HGTOV,225,I,213,113,100,6390,5390,218,2,D,13,107,413
1120180505173,1,NULL,2018-05-05 20:30:00.000000,285,173,D,J,HGTOV,48,I,213,113,100,6390,5390,218,2,D,249,107,413
1120180505307,1,NULL,2018-05-05 20:35:00.000000,285,307,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1821,107,413
1120180505315,1,NULL,2018-05-05 20:35:00.000000,285,315,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1854,107,413
112018050541,1,NULL,2018-05-05 20:40:00.000000,285,41,D,J,HGTOV,214,I,213,113,100,6390,5390,218,2,D,46,107,413
1120180505945,1,NULL,2018-05-05 20:40:00.000000,285,945,D,J,HGTOV,52,I,213,113,100,6390,5390,218,2,D,1741,107,413
1120180505925,1,NULL,2018-05-05 20:45:00.000000,285,925,D,J,HGTOV,214,I,213,113,100,6390,5390,218,2,D,3200,107,413
1120180505187,1,NULL,2018-05-05 20:45:00.000000,285,187,D,J,HGTOV,50,I,213,113,100,6390,5390,218,2,D,420,107,413
1120180505387,1,NULL,2018-05-05 21:00:00.000000,285,387,D,J,HGTOV,89,I,213,113,100,6390,5390,218,2,D,279,107,413
1120180505601,1,NULL,2018-05-05 21:00:00.000000,285,601,D,J,HGTOV,52,I,213,113,100,6390,5390,218,3,D,2300,107,413
1120180505163,1,NULL,2018-05-05 21:05:00.000000,285,163,D,J,HGTOV,52,I,213,113,100,6390,5390,218,3,D,653,107,413
1120180505517,1,NULL,2018-05-05 21:10:00.000000,285,517,D,J,HGTOV,52,I,213,113,100,6390,5390,218,3,D,1758,107,413
11201805055674,1,NULL,2018-05-05 22:20:00.000000,285,5674,A,C,HGTOV,53,I,213,113,100,6390,5390,218,3,D,2312,107,413
2201805061652,1,2201805061653,2018-05-06 00:40:00.000000,115,1652,A,J,HGTOV,18,I,213,113,100,6390,5390,218,3,D,467,107,413
2201805061653,1,2201805061652,2018-05-06 06:10:00.000000,115,1653,D,J,HGTOV,18,I,213,113,100,6390,5390,218,3,D,467,107,413
2201805061752,1,2201805061753,2018-05-06 13:55:00.000000,115,1752,A,J,HGTOV,18,I,213,113,100,6390,5390,218,3,D,467,107,413
2201805061753,1,2201805061752,2018-05-06 14:45:00.000000,115,1753,D,J,HGTOV,18,I,213,113,100,6390,5390,218,3,D,467,107,413
320180506882,1,320180506883,2018-05-06 13:35:00.000000,705,882,A,J,HGTOV,18,I,213,113,100,6390,5390,218,3,D,1952,107,413
320180506883,1,320180506882,2018-05-06 14:25:00.000000,705,883,D,J,HGTOV,18,I,213,113,100,6390,5390,218,3,D,1952,107,413
420180506402,1,420180506403,2018-05-06 14:40:00.000000,46,402,A,J,HGTOV,202,I,213,113,100,6390,5390,218,3,D,420,107,413
420180506403,1,420180506402,2018-05-06 15:10:00.000000,46,403,D,J,HGTOV,202,I,213,113,100,6390,5390,218,3,D,420,107,413
420180506404,1,420180506405,2018-05-06 20:05:00.000000,46,404,A,J,HGTOV,202,I,213,113,100,6390,5390,218,3,D,420,107,413
420180506405,1,420180506404,2018-05-06 20:35:00.000000,46,405,D,J,HGTOV,202,I,213,113,100,6390,5390,218,3,D,420,107,413
1220180506200,1,1220180506201,2018-05-06 12:15:00.000000,3968,200,A,J,HGTOV,18,I,213,113,100,6390,5390,218,3,D,2340,107,413
1220180506201,1,1220180506200,2018-05-06 13:15:00.000000,3968,201,D,J,HGTOV,18,I,213,113,100,6390,5390,218,3,D,2340,107,413
620180506401,1,620180506402,2018-05-06 21:05:00.000000,3651,401,A,J,HGTOV,18,I,213,113,100,6390,5390,218,3,D,2586,107,413
620180506402,1,620180506401,2018-05-06 22:05:00.000000,3651,402,D,J,HGTOV,18,I,213,113,100,6390,5390,218,3,D,2586,107,413
7201805061385,1,7201805061386,2018-05-06 13:15:00.000000,1770,1385,A,J,HGTOV,NULL,I,213,113,100,6390,5390,218,3,D,2808,107,413
7201805061386,1,7201805061385,2018-05-06 14:00:00.000000,1770,1386,D,J,HGTOV,NULL,I,213,113,100,6390,5390,218,3,D,2808,107,413
13201805062290,1,13201805062291,2018-05-06 13:20:00.000000,1034,2290,A,J,HGTOV,18,I,213,113,100,6390,5390,218,3,D,2832,107,413
13201805062291,1,13201805062290,2018-05-06 14:05:00.000000,1034,2291,D,J,HGTOV,18,I,213,113,100,6390,5390,218,3,D,2832,107,413
8201805062651,1,8201805062652,2018-05-06 11:00:00.000000,1167,2651,A,J,HGTOV,52,I,213,113,100,6390,5390,218,3,D,580,107,413
8201805062652,1,8201805062651,2018-05-06 12:10:00.000000,1167,2652,D,J,HGTOV,52,I,213,113,100,6390,5390,218,3,D,580,107,413
